tweet_wakati,emoji
"お願い 聞い て くれる 人 い ませ ん か 😦 
",😦
"き も … … … 😦 
",😦
"道枝 さん それ は しんどい って 😦 
",😦
"有給 は 消化 も 買取り も なし に なっ た の ？ 😦 
",😦
"この 動画 の なに が すごい って 世界 顔面 国宝 V 様 と ウヌ 様 が 一 画面 に 収め られ て いる こと 😦 撮影 者 よく 動揺 せ ず 撮れ た ね ... 
",😦
"お 皿 言 ☺ ️ たった 140 文字 の ツイート で こんな 誤字 を する 人間 は 石 を 投げ られる べき で は ？ ？ ？ と 反省 を し て い ます 😦 
",😦
"これ は 完全 すっぴん で ござい ます 、 、 😦 
",😦
"久しぶり に ホーム で 思いっきり 遊び 散らし た … 幸せ え ぇえぇ ヒャッハァ 😦 ⁉ 
",😦
"全然 し て ない 😧 
",😧
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😧
"？ ？ ？ 意味 が わから ない 😧 
",😧
"うま すぎ ます 😧😧😧👏🏻👏🏻👏🏻👏🏻 
",😧
"😲 とか 😧 とか 
",😧
"誰 か 起き て ない か なぁ … 😧 
",😧
"そう いえ ば 今月 … … ついに 20 代 ラスト に なっ て しまい まし た 😧 時 の 流れ 怖い 😰 笑 
",😧
"どし た ん やめ ぽ … 木谷 さん 乗り移っ た ん か ？ 😧 
",😧
"2 階 に いる と 思っ たら 遊び に 行っ て たらしい です 😧 
",😧
"( なら ない 😧 ) 
",😧
"メンバー から 誕生 日 の プレゼント もらい まし た 😧 
",😧
"この 試合 最初 負け て て やばかっ たす 😧 
",😧
"わん おさん 、 本 カ 。 。 。 😧 
",😧
"バラバラ に 出る 感じ なんか な 😧 
",😧
"通信 障害 か バグ か 何 か なん すか ねぇ … それ は 怖い 😧 
",😧
"キャンプ 意外 も 、 書い て ある 事 、 ほぼ ほぼ 当てはまる 気 が する 😧 
",😧
"き ょうさきちょまるのこえきいてない 😧😧 
",😧
"あら 、 つ べ の ゲーム 消え て た 😧 
",😧
"🐭 旦那 くん 奥さん 助け て あげ て ーー 食べ て ん じゃ ない わ よ 〜 😋😧😑🥴🥳 
",😧
"なんか 変 だっ た ？ 😧 
",😧
"では やめ て おき ます 😧 
",😧
"スパイシー 料理 の 外食 が 久しぶり 過ぎ て 、 しかも 一 段 上 の スパイシーレベル で 帰宅 し て から 今 現在 も 食道 〜 胃 まで が ヒリヒリ し て いる … 白湯 を 飲ん で 落ち着か せ て いる けど 、 明日 また 外食 ランチ 🍛 肉 肉 しい の 大丈夫 か な … 😧🍖 
",😧
"ディオナ も 育てる か 〜 😧 
",😧
"🐭 旦那 くん 奥さん 助け て あげ て ーー 食べ て ん じゃ ない わ よ 〜 😋😧😑🥴🥳 
",😧
"ここ まで 左右 差 あり まし た っけ ！ ？ 😧 
",😧
"pixiv / Twitter アンケート に もれ なく 別々 の 回答 が 来る … ( 同時 ・ もしくは 日 を ずらし て の ２ 作 公開 は 考案 中 な の です が ) 😧💦💦 
",😧
"何 考え てる ん だろ う 😧 
",😧
"？ ？ ？ 意味 が わから ない 😧 
",😧
"好き が … … … … … … 好き で … … … … … … … … 😧 
",😧
"ちい ちゃん も 大変 😧💦 
",😧
"リアルタイム で 見 て た 人 は どんな 気持ち だっ た ん だろ う か 😧 
",😧
"毎月 Eden で 連 勤 に も ほど が ある 😧 
",😧
"深夜 の カレー うどん 😧😧😧 
",😧
"2006 年 と 2016 年 、 2 つ の 世界 で 奮闘 し た 恭 也 の 想い は ... 😧 
",😧
"この コロナ の 時期 に 飲み 行こ う よ って 言わ れる の 怖い な 😧 
",😧
"ぐぬぬ … … 😣😣😣 こいつ … … 😧😧 
",😧
"2 時間 フットサル やってき て 3 キロ 落ち た 😧 
",😧
"でも さ で もさ でも さ 、 愛 おし そう に 頭 撫で とい て 今日 に は 別 の 女 と デート し て て その 女 が と ー って も 幸せ とか ストーリー あげ てる のに 俺 も 幸せ に なり たい 😧 とか LINE 送っ て くる 奴 が 悪い よ な ？ 
",😧
"やり たかっ た だけ 。 😧😧😧😧 
",😧
"😧 ← って 感じ だっ た けど 笑 
",😧
"2006 年 と 2016 年 、 2 つ の 世界 で 奮闘 し た 恭 也 の 想い は ... 😧 
",😧
"あれ 、 わ タ し なんか さ れ た カナ ⁉ ️😧💦 
",😧
"かっこよ すぎ ！ ！ た じ くん 😧🚀💫 
",😧
"きめ つみ て ない 組 な ので まぁ 、 アレ な ん だ けど 、 10 月 から の アニメ 無限 列車 編 な の は ビックリ 😧 すごい ね 、 映画 やっ て から の アニメ 版 制作 か 〜 愛さ れ てる ねぇ 。 
",😧
"いける か な 、 うち の 冷蔵庫 ww 😧 
",😧
"😧 ( 塗り 忘れ に 気付い た 顔 ) 
",😧
"何 回 か 使っ たら 引き出し の 奥 に 追いやら れる ん だろ う か 😧😧 
",😧
"こういう 飾り 方 も ある の ね ！ 😧 
",😧
"今日 3 L お 酒 飲ん で た 😧 
",😧
"😧 
",😧
"赤ワイン 大好き な ん だ けど 、 お 酒 弱い が 故に 赤ワイン に 負け ない くらい に 真っ赤 に なっ て いる 、 、 😧😢 
",😧
"洗濯 回し た のに 制服 の シャツ 鞄 に 入れ っ ぱ で 忘れ て た … 絶望 😧 
",😧
"初めて タブレット じゃ なく て スマ ホ で 描い た やつ だ から 見 て ほしい 😧😧😧 
",😧
"かっこよ すぎ ！ ！ た じ くん 😧🚀💫 
",😧
"解除 さ れ た 途端 に めちゃくちゃ お客 さん が 来 そう … 😧 
",😧
"✴ ︎ 1 日 で 万 単位 😧 
",😧
"お腹 空い た 😧 
",😧
"解除 は 嬉しい 反面 、 まだ ワクチン 接種 が 完了 し て ない ので 恐い 部分 も ある な 😅 同じ 過ち は 繰り返し たく ない よ ね … 😧 
",😧
"この 発言 に は 流石 に むせ た 😧 
",😧
"2006 年 と 2016 年 、 2 つ の 世界 で 奮闘 し た 恭 也 の 想い は ... 😧 
",😧
"かっこよ すぎ ！ ！ た じ くん 😧🚀💫 
",😧
"お腹 すい て 寝 れ ない 😧 
",😧
"そう いえ ば 私 も ここ 数 年 新しい 服 を 買っ て ませ ん 😧 
",😧
"いと とん くん 。 私 に も 分け て 😧 ✨ 笑 
",😧
"流星 くん その お 口 は なあに ？ 😧😧💙 
",😧
"これ も もっ ちゃ ん の 作戦 かぁ 、 、 、 、 、 😧😧😧 
",😧
"こん だ け ギッシリ し て て 800 円 とか やば ない ？ 😧 
",😧
"たくさん 溜め 録 り でき た 😧 め ちゃ はっぴ ーーー 
",😧
"そう な の ね ？ ！ 知ら なかっ た や 😧 
",😧
"なる と ちゃん 、 どし た の ⁉ ️😧 
",😧
"え え 安静 に 😧 ご飯 作り ます 
",😧
"結局 ほとんど 赤 ザップ 😧 
",😧
"占い 、 見 たら 見 た で 左右 さ れ ちゃう から 見 ない 方 が いい 、 そんな 12 個 で 1 億 ウン 千 万 人 の 運勢 決まる わけ ない 😧 てか 自分 が 人口 知ら ない こと に ビビる 、 だいたい 1 . 25 億 らしい 
",😧
"コンセプトﾒﾁｬｸﾁｬ ええ やん 😧 
",😧
"凶悪 犯 が 白バイ 奪っ て 逃走 し てん の か と 思っ た わ 😧 笑 
",😧
"ルナトーン が 出 て き て びっくり し た 😧 
",😧
"2006 年 と 2016 年 、 2 つ の 世界 で 奮闘 し た 恭 也 の 想い は ... 😧 
",😧
"はぁ い ？ 😧 が めっちゃ 可愛かっ た よ ね 💗 
",😧
"2006 年 と 2016 年 、 2 つ の 世界 で 奮闘 し た 恭 也 の 想い は ... 😧 
",😧
"こんな の 売っ てる と は 知ら なかっ た 😧 
",😧
"2006 年 と 2016 年 、 2 つ の 世界 で 奮闘 し た 恭 也 の 想い は ... 😧 
",😧
"最新 情報 凄かっ た みたい です ね … ！ 姉 も テンション 高 々 に 私 の 部屋 に 報告 に き まし た … ！ お いも さん お 大事 に です … ！ 水分 とっ て 安静 に なさっ て ください ね 😧 
",😧
"1 . 2 と は びっくり です 😧 
",😧
"え ！ 全滅 とか 名古屋 や ば すぎ 😧💦 
",😧
"ちび キャラ も 描き たい けど もう 1 人 誕生 日 近い から な ～ 😧💦 
",😧
"うわ ー っ 😧😑 て なっ た 
",😧
"わい も 古 の 瓶 だっ た 頃 の クリーム ファン デ 使っ て た わ 思い だし た … … 😧 
",😧
"😧😋🌈 が ❄ ️ を ぺろり する だけ まんが 
",😧
"通報 し ましょ う 😧 
",😧
"かっこよ すぎ ！ ！ た じ くん 😧🚀💫 
",😧
"起き な よ 😧 
",😧
"予備校 は 彼女 を 作る 場所 で は あり ませ ん よ 😧 ❓ 
",😧
"😧😋🌈 が ❄ ️ を ぺろり する だけ まんが 
",😧
"今 まで アニメ 見 て き た 事 なかっ た 自分 が 鬼 滅 の 刃 を 見 始め て こんなに 泣い たり 笑っ たり 感動 し たり グッ て き た の 初めて 😧 特に 無限 列車 編 は 身内 の 人 が 2 、 3 回 見 てる らしい とか 聞い て た けど 今 まさに 自分 も そう なっ てる の が 🤣 
",😧
"あっ 😧 
",😧
"みち ゃんそんなうまいん 😧😧😮 
",😧
"次 6 時 、 、 、 😧 
",😧
"くつ 脱げ た の 意味 深 😧 
",😧
"嫁 も 同じ こと 言う てる わ 😧 
",😧
"2 回 目 が 恐怖 しか ない 😧 
",😧
"更地 の 恐怖 です 😨 
",😨
"やばい 、 誕生 日 ミッション まだ 半分 も いっ て ない 😨 
",😨
"やばい わ ね 😨 
",😨
"え ぇ 、 お 大事 に し て ください 😨 
",😨
"ん ー なかなか 好み の 顔 が 産まれ ない 😨 
",😨
"合計 2 . 4 キロ の ポテト 😨🍟 もう しばらく ポテト は いい や 〜 🍟 
",😨
"の ん さん が また 違う ところ に いる 😨 
",😨
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😨
"この 時間 から か あ あ ああ 、 お疲れ様 ！ 頑張っ て ーー 😨😨 
",😨
"いつも 使っ てる 化粧下 地 くすり や から 消え て て 、 通販 も 在庫 切れ で プレ 値 しか ない ん だ けど 、 もしや 廃 番 … … … ？ 😨 
",😨
"秋 を 満喫 うふふ あ は は … … はっ ⁉ ️😨 
",😨
"有線 を もっと 高く 買っ てる 😨 
",😨
"眠れ ない よ ～ 😨😭 
",😨
"こんな 時間 に 😨 
",😨
"今日 も 仕事 でし た 😨🤦 
",😨
"お 休み なさい 😌😨😭 
",😨
"大丈夫 です か ？ 😨 
",😨
"腰 やっ ちゃっ た 😨 ただいま ー 💦 
",😨
"Qoo 10 の 買い物 かご に どんどん もの は いっ て く 😨 
",😨
"え ？ なんで … ？ 🐰 キャッキャウフフ が すぎる から です か ？ （ 私 も 阿 絮 が 急 に はしゃい じゃっ て ちょっと 驚き まし た 。 顔 を 剥い だ 解放 感 ？ ？ ） 日本 に 来る にあたり わざわざ 足し た … ？ ？ 😨 それ は すごい です ね … 
",😨
"そう そう 、 ツイ 廃 民 だ から 常に SNS 張り付い てる … やめ なく ちゃ と 思い つつ も 😨 
",😨
"もう 追う 前 から 上手い の が 隠し きれ て なかっ た 😨 
",😨
"こんな 時間 だ よ 😨 
",😨
"引越し 前 な ので すぐ 箱 に 仕舞い まし た 😨 
",😨
"ベロベロ に でも 酔わ ない 限り 私 の 数少ない 理性 が 働い て しまう で … 😨 
",😨
"今回 も 波乱 あり でし た が 色んな 犠牲 者 が 遊び に 来 て くれ まし た ね … 😨 
",😨
"え 😨 恋愛 コラム で ショック な の 読ん じゃっ た … … … 私 の 彼氏 くん に 限っ て 無い よ ね … … … 私 は 彼氏 くん を 信じ てる よ 
",😨
"今回 も 波乱 あり でし た が 色んな 犠牲 者 が 遊び に 来 て くれ まし た ね … 😨 
",😨
"やっと 吐き気 おさまっ た … 😨😨 
",😨
"ど 、 どっち が … 😨 
",😨
"お 風呂 に スピーカー 置い て 炭酸 風呂 の 中 で みよ う と し た のに まさか 😨 のぼせ て フラフラ なり ながら お 風呂 出 て 倒れる 寸前 で 過 呼吸 に なり ながら 朦朧 と し てる のに もうすぐ バン タン 出る と 思っ て 執念 で 這い ながら リビング 来 て テレビ つけ たら バンタン 始まる ところ だっ た 𝘸𝘸 今 は もう 感無量 💜 後 片づけ 大変 だ 😅 
",😨
"そのうち 被 虐待 児 の 保護 も 男女 で 差 を つけろ って 言い出し そう 、 はっきり いっ て 正気 じゃ ない な フェミニスト 😨 
",😨
"国内 で は 安全 運転 で ゴールド だ けど 外地 で は 😨 
",😨
"前 から 思っ てる ん だ けど 日本 で 車 作っ てる 会社 が 多い ん だ から 日本 の 車 税 も 政治 家 に 献金 し まくっ て 安く する 、 どころか 逆 に 高く し てん の な 😨 
",😨
"合計 2 . 4 キロ の ポテト 😨🍟 もう しばらく ポテト は いい や 〜 🍟 
",😨
"ゾンビ に 襲わ れる の か 検証 すれ ば よかっ た ー ！ ！ ！ 敵 モブ わか ない 設定 に し て た 😨 
",😨
"サラッ と 怖い こと 言わ ん で 😨 お金 は 自分 の ため に 使う ん や で … 
",😨
"くさっ てる ー 😨 自分 の ため か ！ 
",😨
"15 打席 で 11 個 目 😨 
",😨
"いつの間にか 寝 落ち て しまっ て た 😨 
",😨
"そりゃ 捨てる わ 、 でも 連 チャン 前 に 捨て ちゃっ た か ～ 😨💧 
",😨
"眞子 さま も 洗脳 さ れ て しまっ た ん でしょ う ね 😨 
",😨
"無 だ よ 😨😨😨😨 
",😨
"私 も あまりに 遅かっ たら 寝 落ち し そう だ よ 😨 
",😨
"butter ある の … 知ら ん かっ た 😨 
",😨
"21 ℃ ぐらい な のに 暑かっ た 😨💦 
",😨
"ほんま それ ､､､､ 世代 が ちょっと でも 違え ば この ネタ が 通じ なかっ た と 思う と 震え 😨 マジ で この ネタ を この 時代 に 布 ちゃんと 共有 でき た 事 に 感謝 な ん や けど 😭💕💕 
",😨
"こんなに 字 が きれい に なり たい です 😨 
",😨
"予告 とか 見 て 猗窩 座 と 相討ち な ん やろ なー て 思っ て た けど 、 意外 😨 
",😨
"大丈夫 です か 😨 
",😨
"絶え間 ない ラリー と スワーム で 何 回 か 祭壇 落とさ れ まし た 😨 
",😨
"(& gt ;.& lt ;) 😨 
",😨
"お昼 に ワクチン 2 回 目 打っ た ん だけ ちょうど 12 時間 後 に 発熱 とか 言わ れ て た 通り じゃ ない か 😨😨😨 
",😨
"フレンチ ブル 可愛い です けど 、 可哀想 です ね 😨 
",😨
"めっちゃ 雨 ☔ 降っ て き た … 😨 
",😨
"それ は 心 ざわざわ し ます よ ね 😨 やばい 奴ら も 見 てる だろ う に 、 、 、 🥶🥶🥶🥶 かわいい の は 分かる けど 、 、 、 一種 の ◯ 待 に さえ 思え ます 😖 
",😨
"合計 2 . 4 キロ の ポテト 😨🍟 もう しばらく ポテト は いい や 〜 🍟 
",😨
"じっくり は 見 られ ない けど 、 line の チャット で 回っ て き まし た 😨 
",😨
"舐め ながら は 技術 が 高い 😨 
",😨
"おはよう ござい ます 。 😨 
",😨
"イカ ゲーム が 面白 すぎ て 、 鬼 滅 忘れ て た 😨 猗窩 座 の 声 また 聞き たかっ た ~ 笑 
",😨
"こんな 時間 に 😨 
",😨
"魔女 の 旅 旅 、 エステル ちゃん か わ え え ！ とか 思っ て 観 て たら 大 ダメージ を くらっ た 😨 
",😨
"痛い 目 に … 😨😰 
",😨
"自動車 の 取得 税 まで かかる の か ？ 😨 
",😨
"… ！ ！ 頭皮 に 良く ない の は たしかに 超 怖い っす ね … … 乾かす べき じゃん … … 😨😨 
",😨
"今回 も 波乱 あり でし た が 色んな 犠牲 者 が 遊び に 来 て くれ まし た ね … 😨 
",😨
"6200 まで 下がっ た 😨 
",😨
"ボス 強い なぁ … って なり まし た 😨 
",😨
"今回 も 波乱 あり でし た が 色んな 犠牲 者 が 遊び に 来 て くれ まし た ね … 😨 
",😨
"この 人 性格 悪 そう 😨😨😨 
",😨
"みんな お疲れ様 〜 ！ 外 で 寝る と 荷物 に なる って 忘れ てる な .. 😨 
",😨
"(+ 0 . 7 kg ↑ 😨 )(- 0 . 1 %↓ 😆 ) 
",😨
"スタート 比 (+ 0 . 7 kg ↑ 😨 )(- 0 . 1 %↓ 😆 ) 
",😨
"指輪 描き 忘れ て ます … すみ ませ ぬ … … 😨 
",😨
"出 っぱなし て 😨 持病 の 関係 で 出 やすく なっ てる 感じ な の か な ? 
",😨
"次 は 8 時 な ん だ ？ ！ はやく 寝 なきゃ いけ ない ！ 😨 今 から ネイル 直そ う と 思っ て た けど 朝 起き て から か な ？ ！ 😂 
",😨
"たく あんさん 😨 ‼ ️ それ は 現れ ない はず です ね 。 。 ！ お 大事 に ...!! 
",😨
"吐き気 の 時 も ある けど 、 これ は 肩こり と の 違い が 微妙 で さ 😨 
",😨
"( ハッ ..... 😨 ) 
",😨
"メッセージ し ちゃ いけ ない と 思い 😨 
",😨
"この 企画 を 😨 
",😨
"😨😨😨 困 擾 ？ 
",😨
"もう 打ち勝っ た つもり って こと か ー い 😨💦 慎重 に 〜‼ ️ って 思っ ちゃう よ ね 。 。 
",😨
"私 は まり あん ら ぶり ん の リーダー 見る まで 死ね ない の よ 😨 
",😨
"無事 帰宅 。 寒かっ た 😨🍻 
",😨
"食べる の 我慢 だけ は 出来 ない です 😭 人生 無駄 に し てる 気 し ちゃい ます 😨😨 笑 
",😨
"え ！ ？ 例 の ！ ？ めちゃくちゃ 怖い です ね 😱😱 絶対 おかしい 😨 
",😨
"指輪 描き 忘れ て ます … すみ ませ ぬ … … 😨 
",😨
"鬼 滅 の 映画 初めて って 人 の ツイート 読み 漁っ て ニコニコ し て たら こんな 時間 に 😨 もう 寝 なきゃ 
",😨
"しこり が ある 方 の 🥧 唸っ て 飲ん で くれ ない 😨 
",😨
"怖い … 何 か いる … 😨 
",😨
"色 塗っ た の いつ ぶり だろ う 、 (( 😨 )) 
",😨
"明日 ミイラ 💀 の よう でも 動い て 家事 し ない と ね 😨 
",😨
"確か に 良い 😨 
",😨
"あの ゴリゴリ な 鎖 は どう やっ て つけれ ば 良い の です か 😨😨 
",😨
"つ つつ つらい よ ーーーー 😭 なんで なん ？ いや そういう ルート やっ た ん や けど よ 。 ウヒャー って 高揚 が 一気に ガチ の お 通夜 モード に 😨 狼 さん そんな 悲し そう な 顔 せ ん と い て 😭😨 
",😨
"ツイ 廃 が おる ぞ ー 😨 
",😨
"ラキスケ か どう か は 難しい し まだ たん ぎう 未満 の ふたり で すみません 😨 
",😨
"こんな 事 まで やっ て ん の ？ 😨 
",😨
"寝る 前 に アニメ 見 たら 、 虎杖 ・ 伏黒 ・ 野薔薇 出 て 来 て 「 靴 忘れ た から 家 に 行っ て くる ！ 」 と 行っ て 出 たら 五 条 に 追いかけ られる 夢見 た … 謎 😨 
",😨
"動揺 し て 誤字 が 😨 
",😨
"熊 は やばい ！！！！！ 🥶😨😱😰🌀 
",😨
"EGDE の 和 柄 ビキニ で しかも ハーフ バック って 最近 出 て ない 気 が する んで 、 また 販売 し て 欲しい ん です よ ね 〜 。 😩 
",😩
"Zoom ある やん 、 萎え た 😩 
",😩
"絶対 可愛い やつ じゃん 😩💗💗💗 
",😩
"今日 は 夜勤 な ん だ けど 😩 
",😩
"ゆう さん かわい すぎ て 泣い ちゃっ た ｧｧｰｰﾝ 😩😩😩💦💦 ﾁｭｷ 
",😩
"眞子 さま 絶対 騙さ れ てる って 😩 
",😩
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😩
"プレーン 味 が いい なあ 😩 
",😩
"くぅ 😩 パソコン の ソフト インストール し 直し て たら 、 4 時間 も かかっ た 。 ソフト を 自動 アップデート しよ う と し たら 失敗 し て 、 アン インストール しよ う と し たら 失敗 し て 、 切り分け とかし て たら だいぶ 時間 かかっ た 。 
",😩
"うわ 〜 〜 黒髪 ショート と 金髪 ショート し たい の 😩😩😩😩😩😩😩😩 
",😩
"ずっと 仕事 し て まし た ！ 疲れ 過ぎ て 昨日 は 爆睡 でし た 😩 
",😩
"顔 に 湿疹 出 た ん だけ どー な んで ー 😩 
",😩
"？ ？ ？ 「 また 慰謝 料 7 万 円 コース かぁ 😩 」 
",😩
"もはや 神頼み 😩 
",😩
"今日 は （ 正確 に は 昨日 ） 仕事 で も 色々 と あっ て 凹ん だ わ 〜 😩💦 
",😩
"まけ て も ー た ー 劇的 同点 弾 の チャンス も あっ た けど なぁ PK 、 、 、 それだけ マルティネス の 圧 が ある ん やろ なぁ 😩 
",😩
"「 何で 仕事 だ と 問題 ない のに プライベート は そんな ん な の ？ 本当に 大学 卒業 し た ？ 」 と 旦那 に 聞か れ て しまっ た 恥 すぎる 、 、 、 😩 
",😩
"まだ やっぱり ある よ ね … 私 も そろそろ 寝 たい 😩 
",😩
"配信 し て て 対 あり の コメント 来 た のに マイク 使えん く て コメント 返せ やん 😩 
",😩
"未だ 志村 けんさん は 😩 化石 か 知恵 遅れ 。 
",😩
"ピピー っ ！ 👮👮 肉 球 警察 です 🚨🚨🚨🙅🙅🙅🙅 その 肉 球 は 人間 専用 獣 化 衣服 ノ 肉 球 ニ 関 スル 法 第 2994545 条 🌟 「 超 ドスケベ な 肉 球 を 使用 し て は なら ない ❗ ️😡👊🏻 」 に 抵触 し て いる ゾ 😤😤😤💢💢💢 ！ ！ ！ ！ ！ ぃますぐ 😩😩😩 その 肉 球 を 私 の 顔面 に 押し 当て 再 検査 を 行っ て ください ❗❗ 😇😇😇 ( ﾌﾝｽﾌﾝｽｽｯﾊｽｯﾊ 
",😩
"タダ より 高い もの は ない と は この 事 😩 
",😩
"一時期 、 地方 に 私立 大学 を 誘致 し た まで は いい けど 、 そこ から 先 の 展望 を 描け なかっ た ため に 、 大学 が 赤字 で 撤退 し ちゃっ た 例 が 北海道 に は 山積 😩 
",😩
"私 も だ よ 😩 悲しい 
",😩
"あみ さん の 嬉し すぎる めちゃめちゃ 自慢 しよ 😩 
",😩
"早い 時間 に 眠く なっ て 、 夜中 に 目覚める よう に なっ て しまっ た 😩 
",😩
"おそらく 妻 子持ち で 土方 作業 員 系 の お 仕事 さ れ てる って ところ まで は 分かる ん だ けど 、 もう それ だけ で かっこいい 可愛い 😩💘 
",😩
"ほんとに 、 ほん っと に 可愛い 😩🤝🔥 
",😩
"ゴールド を 日本円 で 販売 し て くる の は かなり 嫌 です 😔 普通 の ゲーム だ と 育成 に かかる ゴールド は 有り余る もの な の です が 、 タクト で は ゴールド が かなり 貴重 な もの な ので やる気 削が れ ます 😩 
",😩
"公共 交通 機関 や 施設 の 障害 者 割引 など の 支援 制度 は 、 障害 者 が 障害 を 抱え て いる こと による 様々 な 損失 に 比べ たら 焼け石 に 水 に も なら ない のに 、 それ を 知ら ず に 「 ズル い 」 と 喚き 立てる 人 たち が 世間 に は 溢れ 返っ て い ます ね 😩 
",😩
"なっ ちゃう ん だ よ ね 😩 
",😩
"うち の 子供 たち これ を 、 『 はい ！ 』 って 渡さ れ たら 感激 し て 泣く ん じゃ ない か な 😩💓 
",😩
"値切り じゃ なく て 値下げ だ ね ㅋㅋ 酔っ て た か な ㅋㅋ 彼女 は 先 ほど 帰っ て いき まし た ㅋㅋ ただ の 夜 更かし 仲間 すぎる ね ㅋㅋ CITIZEN の ptd の ジョングク かわい すぎ た ね ？ ？ ジン くん パーマ 直後 か な ？ ？ ？ はぁ かわいい .... 好き だ ... 😩 ❤ ️ ‍ 🔥 ❤ ️ ‍ 🔥 ❤ ️ ‍ 🔥 
",😩
"クリア し ない と 次 が 出 ない って いう の だけ ストレス です 😩 ガラ さん は 私 の 無念 を 晴らし て ください 😎🤲 
",😩
"まだ 喉 痛く て 眠い から 全快 じゃ ない けど 、 漸く 峠 は 越し た の か な 〜 … 😩 
",😩
"まとも に 部活 でき ない から 全然 上手く なら ない し 、 頑張っ て も 発表 する 場 も ない し やる気 も なくなる よ ね 😩 
",😩
"コラ さん 派 だ から わたし は ドフラミンゴアンチ 😩 
",😩
"いつも 良い とこ 持っ て かれる 😩 
",😩
"伊之助 ｪｴ … 😢😢 アニキ って 慕っ て た もん ね … あたしゃ あんた の セリフ で 泣く の 何 回 目 な ん だ … 😩😩😭 
",😩
"明日 仕事 詰ん だ 😩 
",😩
"頑張っ てる けど 目 が 瞑れ て くる 😩 
",😩
"無 失点 で は なく 、 無得点 、 です な 😩 
",😩
"せこい な 😩 こっち 真夜中 な ん だ よ 😂😂 
",😩
"先手 … 😩 
",😩
"ビデオデッキ は １ 台 残し てる けど 電源 入れ て ない から もう 動か ない かも ね 。 😩 
",😩
"もともと 鬼 滅 み た ん だっ た ！ ？ 💦😩 ( 笑 ) 
",😩
"朝 型 に なろ う と 思い つつ … こんな 時間 まで ゲーム し ちゃう ん だ … … 😩 
",😩
"わたし は 起き て から ボケ 〜 と ツイッター み て たら みんな 騒ぎ 始め た ので すぐ 行動 でき て 予約 でき まし た … … … … 😩 ✨ 
",😩
"なん ていう の か 、 変化球 過ぎ て ついていけ なく て … 怖い 😩 逃げる が 勝ち の 魚 座 の 私 が 珍しく びびっ て おり ます 。 
",😩
"漢方 の ん で まだ 違和感 😩 
",😩
"AJ いつか 取り たい わ ね … 😩 
",😩
"来週 か ❗ ️ ❗ ️ 来週 から 大学 な ん よ な … … 😩😩😩🥲🥲🥲🥲🥲 
",😩
"なるほど “ 綺麗 に 黒 に する 布 ” が 2 枚 無料 で 入っ て て 間違っ て そっち を 使っ て しまっ た の か 馬鹿 すぎる 、 、 、 、 、 バタバタ し て て 読ま ず に 入れ て しまっ た 、 、 、 もう 一 回 きちんと 読ん で 試そう 😩 
",😩
"話題 振れる タイプ に なり たい が 何 に も 思いつか ない ンゴ ね … 😩 
",😩
"すげ ぇ ！ ！ な の が ほん と もう JO 1 😩💓 
",😩
"公式 待つ しか 😩 
",😩
"先週 末 に ワクチン 接種 し た 部位 が かゆい です 、 そして 腫れ て ます 😩 なんで や 
",😩
"1 ヶ月 程 お 布団 の 上 生活 し て た のに 3 時間 立ち 続け た せい で 脚 が 産まれ たて の 子鹿 の 様 な ん です が 🤣 ほぼ 腕 あげ っぱなし な の は 比較的 大丈夫 な ん だ けど 脚 の 筋力 死ん でる 。 1 ヶ月 後 まで に 筋 トレ し て 戻そ 😩 
",😩
